 confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Filename
0.875,0.54,0,1.48,0,0.98,3.12,1.18,0,0.2,0.29,0.01,0,0.11,0,0.86,0.46,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,Training_54024602.csv 
0.875,0.07,0,2.28,0.52,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Training_5402756.csv 
0.925,0.34,0,0,1.64,0,1.03,0.79,0,0,0,1.69,0,0,0,0.28,0.04,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Training_54053151.csv 
0.825,0,0,0.13,1.37,0,0,0,0,0,0,0.66,0,1.13,0,0.64,0.78,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Training_5406890.csv 
0,0.64,0,1.39,0,0,0,0,0.35,0,0,0.64,0.29,0,0,0,0.01,1.18,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Training_54071205.csv 
0.925,1.33,2.18,2.22,2.13,0,0,0.04,0.78,0.04,1.03,0.03,0.85,0.6,0,0.04,0.56,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,Training_54074620.csv 
0.875,1.85,0.43,1.55,0,0.81,4.44,1.61,1.48,0,0.55,0,0.54,0,0.11,0,1.07,0.54,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,Training_54076125.csv 
0.675,0.88,1.53,0,1.5,0,0.45,0,0,0.29,0,0,0,0.01,0.35,0.57,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Training_54111102.csv 
0.875,0,0,0.4,0,0.02,0,0.1,1.09,0,0,0,0,0,0,0.19,0.14,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,Training_54146243.csv 
0.875,1.19,0.1,0.17,0.42,1.01,0.7,0.9,0.12,0,0.23,0.19,0,0.88,0.06,0.17,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,Training_54161950.csv 
0.875,0.98,0,1.06,0,0,0,0,0,0,0,0,0,0.28,0,0.14,0,1.72,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,Training_54217503.csv 
0.925,0,0,0.48,0.23,0.71,1.87,0.42,1.32,0.42,0.96,1.13,2.29,2.21,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Training_54325429.csv 
0.875,0,0,0.39,0.04,0,0,0,0,0,0,0,0,0,0,0.57,0.21,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_54393966.csv 
0.525,0,0,0.56,0,0.66,0.49,1.79,1.13,1.25,0.26,0.76,0,0,0,0.44,0.19,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,Training_54402459.csv 
0.875,1.22,0,0.6,1.08,0,0,0,0,0,0.42,0,0,0.77,0,0.11,0.6,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,Training_54477849.csv 
0.875,0.79,0,0.71,0.91,0.31,0.58,0.16,0.57,0.42,1.17,0.93,1.72,2.68,0,1.19,0.96,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,Training_54488912.csv 
0.975,0.7,0.56,0.21,1.85,0,0.11,0,1.9,0,1.36,0.75,0.24,2.42,0,0.21,0.42,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,Training_54509332.csv 
0.875,0.76,0.36,0.05,0.59,0,0.97,0.07,0,0.87,1.42,0.37,1.07,0.15,0,0.41,0.18,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,Training_54545541.csv 
0.875,1.54,0.2,1.4,1.03,0,0,0,0,0.9,0,0.08,0.17,1.35,0,0.32,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,Training_54572905.csv 
0.925,0.71,0,0,0.55,0,0,0,0,0,0.07,0.19,0,0.65,0,0,0.43,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Training_54636425.csv 
0.875,0.55,0.2,0,1.17,0,0.73,1.06,0,0,0,0.4,0.07,0.59,0,0,0.55,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Training_54639254.csv 
0.925,0.49,0.4,0,0.72,0,0,0.64,0,0,0.43,0,0,0.5,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,Training_54661812.csv 
0.875,1.11,1.16,0,3.66,0.6,0.08,0,1.89,0.67,0,0.31,0,1,0,1.17,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,Training_54698947.csv 
0.875,1.21,0.03,1.24,0.94,0,0.95,0,1.39,1.1,0.4,0,0.8,1.03,0,0.38,0.49,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Training_54754105.csv 
0.975,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Training_54758192.csv 
0.925,0.97,0.18,0,3,0,0,0,0,0,0,1.95,0.95,1.36,0.47,0,3.26,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,Training_54800464.csv 
0,1.79,0.81,0,2.01,0,0,0,0,0,0,1.18,0.46,2.67,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,Training_54804393.csv 
0.875,0.95,0,0,1.23,0,0,0,0,0,0,0.21,0,0.09,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Training_5487478.csv 
0.875,0.18,0,0,0.59,0.99,1.06,1.07,0.77,0.18,0.43,0.93,0,2.13,0,0.95,0.54,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,Training_54883964.csv 
0.875,0,0,0,0.64,0.67,1.27,1.29,0.08,0.23,0,0.36,0,0.06,0,0.05,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Training_5490242.csv 
0.875,1.48,0.21,0.09,0,0,1.58,0.53,0.7,0,0,0.6,0,0.86,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,Training_54939040.csv 
0,1.49,0.73,0,1.78,0,0,0,0.23,0.05,0.92,0,0,2.27,0,0.85,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,Training_55093429.csv 
0.875,1.58,1,0,2.68,0,0,0,0,0,0,0.21,0,0.71,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,Training_5509390.csv 
0.875,0.29,0,1.14,0.3,0,1.27,0,0.51,0,2.14,0.39,0,0,0,0,0,0.08,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Training_55204362.csv 
0.975,0.86,0.62,0.1,0.35,0.48,0.94,0.52,0.7,0,0.71,0.63,0,1.25,0.03,0.1,0.63,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,Training_55246473.csv 
0.875,1.92,0.69,0,0.18,0,0,0,0,0.34,0.93,1.28,0.63,0,0,0.28,0.08,1.36,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,Training_55384877.csv 
0.875,1.38,0.73,0,0.9,1.08,1.63,1.97,0.71,0,0.01,0.54,0,0.04,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,Training_55402774.csv 
0.875,0.47,0,0.3,0,0,0,0,0,0,0.9,0.31,0,1.52,0,0.08,0,0.75,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,Training_55403429.csv 
0.975,2.83,0.63,0.67,0,0,0.35,0,0.83,0,0.53,0.14,0.01,0.3,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,Training_55445513.csv 
0.925,0.54,0.25,0,0.27,0,0,0.64,0,0,0.17,0,0,0.53,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,Training_55540433.csv 
0.875,1.03,0.22,0.11,1.15,0,0,0,0,0.28,0,0,0.55,0.31,0,0.65,0.01,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,Training_55602615.csv 
0.875,2.49,1.28,0,2.09,0,0,0,1.46,0.03,2.05,0.2,1.16,0.36,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,Training_55618270.csv 
0.875,1.13,0.98,0,2.3,0.03,0,0,0,0.66,0,0,0.9,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,Training_55645662.csv 
0.975,1.36,0.37,0.91,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Training_55708381.csv 
0.875,1.95,0,1.73,2.61,0.41,1.04,0.71,0,0,0,2.02,0,1.09,0.69,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,Training_5581385.csv 
0.875,0,0,0.74,0,0,0,0.11,0,0,0.22,0,0,0,0,0.22,0.48,0.25,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Training_5582613.csv 
0,1.08,0.93,0,2.65,0,0,0.17,0.22,0,1.98,1.19,0.03,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Training_55874015.csv 
0.875,0.4,0,1.13,0,0,0.53,0,0,0,0,0.21,0,0.63,0,0,0,0.18,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Training_55926443.csv 
0.675,1.21,0.48,0,0.87,0,0,0,0,0,0,0.51,0.06,0,0,0,0.09,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Training_55945756.csv 
0.875,1.26,0.17,0.94,0.37,0,0,0,0.2,0.15,0.83,0,0,0,0,0.2,1.15,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Training_55947947.csv 
0.875,0.85,0,1.24,0,0.19,0,0,0.5,0.84,0,0.71,0,0.45,0,0.36,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,Training_55963561.csv 
0.925,0,0,0,1.75,0.98,1,0.24,1.45,1.03,1.11,0.78,1.19,0.46,0,0.24,2.45,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,Training_56029234.csv 
0.875,1.48,1.35,0,2.04,0,0,0.4,0.32,0.72,0.36,0.73,0.69,0.24,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,Training_56106102.csv 
0.975,0.61,0,0.08,0,0,0,0,0,0,0,0.2,0,0,0,0,0.34,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Training_56120122.csv 
0.975,0,0,0.39,0,0,0,0.37,0,0,0.24,0,0,1.52,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Training_56166155.csv 
0.875,1.41,0.76,0,3.24,0,0,0,0.46,0.31,1.77,0,0,0.53,0,0.42,0.9,0.15,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Training_56194701.csv 
0.925,1.09,0,1.33,1.05,0,0,0,0.53,0.72,0.17,0.62,0.76,0.27,0,1.28,2.19,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,Training_56320316.csv 
0,0.63,0.76,0.34,0.43,0,0,0,0,0,0.67,0,0.55,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_5640788.csv 
0.675,2.41,0.58,3.51,1.66,2.15,3.61,0.85,1.98,1.2,0.77,0,0,0.93,0.4,1.31,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,Training_56414430.csv 
0,0,0.11,0,2.37,0,0,0,0,0,0,0.96,0,0.7,0,0,0.22,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Training_56483606.csv 
0.875,1.29,0,0,0.42,0,1.1,0,0,0,0,0.2,0,0,0,0.03,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,Training_56505944.csv 
0.875,1.35,1.05,0.03,0.67,0,0,0,0.1,0,0.2,0.44,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Training_56509858.csv 
0.975,1.92,1.01,0,1.8,0,0,0,0,0,0,0.82,0,1.2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Training_56518995.csv 
0.925,1.23,0,1.75,0.42,0.42,0,0,0.91,0.54,0.88,0,0.55,1.92,0,0.65,1.06,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,Training_56523731.csv 
0.875,0.25,0,1.09,0.65,0.19,1.72,1.05,0.71,0,0.31,0.95,0,0,0,0,0.17,0.02,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,Training_5652813.csv 
0.925,0.61,0.38,0,0.68,0,0.81,0.06,0.13,0,0.66,0.22,0.27,1.15,0,0.19,0.34,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Training_56537604.csv 
0.925,1.58,0.82,0,0.13,0,0,0,0.01,0,0.55,0,0,0,0,0.19,0.28,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Training_56551283.csv 
0.975,0,0,0.47,0,0,0.35,0,0.84,0.59,0.2,0.21,0,0.21,0,0.47,0.25,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Training_56563285.csv 
0.775,0.14,0,0,0,0.28,0,0,0,0.74,0,0,0.04,1.22,0,0.19,0.7,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,Training_56655051.csv 
0.875,0,0,0,0.21,0.74,2.23,1.38,0.4,1.1,0.06,0.09,0,0.11,0,0.91,0.49,0.14,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,Training_56720596.csv 
0.925,0.55,1.12,0,0.51,0.4,0,0.38,0,0.61,0.21,0,0,0.22,0,0.41,0.66,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,Training_56753043.csv 
0.875,1.42,0.49,0,0.49,0,0.77,0,0,0.57,0.77,0.12,1.38,0.69,0,0.65,0.83,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,Training_57026322.csv 
0.875,0.71,0,1.24,0.83,0,0,0.99,0.75,0.03,0,1.66,0.19,0,0.32,0.47,0.21,0.28,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,Training_5708974.csv 
0.875,0,0,0,0.16,0,0,0.02,0,0,0,0,0,0.84,0,0,0.21,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_5709273.csv 
0.975,0.35,0.24,0,0.28,0,0.77,0.3,0,0,0,0,0,0.42,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,Training_57105469.csv 
0.875,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.16,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Training_57151576.csv 
0.875,0.92,1.95,0,2.82,0,0,0,0,0,0,0.56,0,0.85,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_57189775.csv 
0.875,0,0,0,0,0.06,0,0.19,0,0.43,0,0,0.05,0.82,0,0,0.37,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,Training_57296519.csv 
0.975,0.98,0,0.37,0,0.92,3.89,1.03,2.23,0,0.89,0,0.48,2.11,0,0.55,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,Training_57356896.csv 
0.925,0.56,0,0,0.68,0,0,0,0,0,0.44,0.04,0,0.71,0,0,0.01,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_57361655.csv 
0.875,0.79,0.26,0.77,0,0.96,0.28,0,0.43,1.44,2.93,0,0.73,0.1,0.4,0.69,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,Training_57377453.csv 
0.875,0.32,0.72,0,2.57,0,0,0,0,0.17,1.02,0,1.39,1.64,0.07,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,Training_57427285.csv 
0.875,0.73,0.06,0.16,1.05,0,2.13,0.38,0.53,0,0,0.57,0,0.32,0,0.89,1.02,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,Training_57495547.csv 
0.875,0.98,0,1.35,1.28,0,1.68,0,1.45,1.05,0.25,0,0.92,0.89,0,0.39,0.63,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Training_57727359.csv 
0.925,1.5,0.69,0.1,0,0.19,0,0,0,0.1,0.56,0,0,0.13,0,0.99,0.93,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,Training_57861941.csv 
0.875,0,0,0.67,0,1.19,2.39,1.41,1.06,1.03,2.38,0,0.08,1.93,0,0.66,0.88,0.19,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,Training_57974739.csv 
0.875,1.51,0.94,0,1.9,0,0.07,0,0,0.59,0,0.01,0.74,0.77,0.02,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Training_58021605.csv 
0.875,0,0,0.41,0,0,0.93,0,0,0,2.08,0,0,0.13,0,0,0,0.81,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Training_58048652.csv 
0.875,1.15,1.77,0,3.12,0,0,0,0,0.6,0,1.15,0,1.02,0.65,0,0.24,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Training_58123485.csv 
0.875,0,0,0.59,0,0.57,0,1.31,0.86,0.3,1.31,0.64,0.2,1.41,0,0.17,0.45,1.38,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,Training_5815288.csv 
0.875,1.61,0.65,0.62,0.79,0,0,0,0,0,1.18,1.68,1.41,0,2.2,0,0.34,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Training_58253404.csv 
0.875,0.75,0.58,0,0.82,1.05,0.75,0.92,0.47,0.13,0,0.17,0,1.11,0,0.13,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,Training_58353816.csv 
0.975,0.35,0,0.42,0.11,0,1.84,0.53,0.63,0.03,0,0.98,0.12,0,0,0,0.24,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,Training_58367356.csv 
0.875,0.35,0.53,0,1.48,0.03,1.82,1.55,0.92,0.25,1.23,0.44,0.59,0.96,0,0,0.85,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,Training_58370276.csv 
0.875,0.43,0,0.21,0,0,0,0,0,0,0,0.44,0.95,0.31,0.72,0,0,0.59,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,Training_58373196.csv 
0.975,0.29,0,0,0,0,0,0,0,0,0,0.67,0,0.45,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,Training_58447417.csv 
0.875,0,0,0,1.46,0,0,0,0,0,0,0,0,1.06,0,0,0.28,0.01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_58535120.csv 
0.925,0,0,0,0.57,0,0,0,0,0,0,0.02,0.12,0,0.31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Training_58538616.csv 
0.875,1.64,0.79,0.47,0.44,0,0,0,0,0,0.83,1.22,1.15,0,1.94,0,0.63,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Training_58638951.csv 
0.875,0,0,0,1.61,0.83,1.86,1.13,0,0.07,0,0.51,0.65,0,0,0,0,0.32,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,Training_58755751.csv 
0.875,0.52,0,0,0,0,0,0,0.24,0.01,0.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_58899036.csv 
0.875,0,0,0.1,0.97,1.37,2.14,0.54,0.48,0.11,0,0.24,0,1.14,0,0.08,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,Training_58938805.csv 
0,0.93,0.76,0,1.3,0,0,0,1.72,0,0,0.07,1.84,0,0,0.08,0.09,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,Training_58948201.csv 
0.875,0.95,0,0.15,0,0,0,0,0,0.01,0.39,0,0,0,0,0.11,0.07,1.39,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,Training_5901961.csv 
0.875,0.39,0.26,1.72,0.88,0.63,0,0.74,2.21,1.39,1.33,0.66,0.63,1.43,0.31,0.08,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,Training_5906321.csv 
0,0.41,0,0.54,0.9,0,0,0,2.78,0.62,0,0.24,0,0,0,0.04,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,Training_59300069.csv 
0.875,1.29,0.02,0.04,0.08,0,0,0.02,1.63,0.23,2.35,0.26,1.55,0.81,0,0,0.31,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,Training_59316731.csv 
0.975,0.72,0,0,0,1.28,0.51,0.65,0.91,0.8,0.09,1.93,0.24,0.65,0,0.97,1.43,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,Training_59584482.csv 
0.875,1.49,0,0,0.78,0,0,0,0,0.55,0.18,0,0,0.24,0,0.26,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Training_59659218.csv 
0,0.31,0,0.17,1.63,0,0,0,0.09,0,0.44,0.26,0.65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Training_59723854.csv 
0.875,0,0,0.16,0,0,0.17,0,0,0,0,0.04,0,0.96,0,0.03,0.46,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,Training_5975922.csv 
0.875,1.78,0.62,0.74,0.94,0,0,0,0.95,0.73,0.88,1.05,1.57,1.21,0.37,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,Training_59829105.csv 
0.925,0.4,0,0.05,0.71,0,1.15,0,0.04,0.63,0,0,0.95,0.7,0,0.55,0.47,0.56,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Training_59934667.csv 
0.875,1.43,1.12,0,2.51,0,0,0,0,0.28,0,0.56,0,1.18,0,0,0.49,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,Training_59982267.csv 
0.975,0.65,0.05,1.24,0,0.52,0,0.42,0.68,0.72,0.91,0.35,0,1.51,0,0.23,0.41,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,Training_60011137.csv 
0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,Training_60049760.csv 
0.875,2.28,1.17,0,2.83,0,0,0,0,0,0,0.04,0,0.75,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,Training_60104159.csv 
0.925,0.07,0,1.22,0.48,0.21,1.87,1.16,1.15,0.14,0.14,1.32,0,0,0,0.02,1.06,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,Training_60159465.csv 
0.875,1.04,1.06,2.15,0,0,0.24,0.24,0,0,0.42,0.51,0.06,0.54,0.2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Training_6022144.csv 
0.775,0.33,0,0,2.33,0,0,0,0.05,0,0,0.34,0.65,1.18,0.11,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,Training_60337277.csv 
0.925,0.52,0,0.08,0,0,0.21,0.64,0.65,0,0.38,0.39,0.45,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,Training_60374624.csv 
0.975,0,0,0.78,0.39,1.39,2.62,2.16,0.93,0.59,0.34,1,0,1.24,0,0,0.86,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,Training_60470081.csv 
0.875,0,0.06,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_60550416.csv 
0.975,1.65,0.44,0,0,0.2,0,0,0.83,0.17,0,0.98,0.31,0.41,0,0,1.05,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,Training_60568314.csv 
0.875,0.54,0,0,0,0,0,0,0,0,0.77,0,0.02,0.37,0.04,0.05,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Training_60569781.csv 
0,0,0,1.45,0,0.59,1.78,1.33,1.02,0.17,0.52,1.14,0,1.78,0,0.41,0,0.85,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,Training_60597642.csv 
0.875,2.37,0.77,1.61,1.99,0,0.51,0,0,0,0,0,0,0,0,0.01,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Training_60610115.csv 
0.925,1.21,0,0.54,0,0.4,2.61,0.56,0.86,0.18,0.65,0.91,0,0,0.41,0.79,0,0.06,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,Training_60653544.csv 
0.875,0.94,0,0.52,0.73,0.13,0.95,0.09,0,0.1,1.08,0.11,1.64,1.76,0,0.52,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,Training_60666858.csv 
0,0,0,0.44,2.21,0.55,2.18,0.26,1.36,0.46,2.46,0,0,1.5,0,0.71,0,0.41,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,Training_60681375.csv 
0.875,0.16,0.81,0,0,0,0,0,0.1,0.64,0.49,0,0,1.05,0,0.22,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Training_60684159.csv 
0.925,0.35,0,1.44,0.46,0,1.3,0,0.64,0,2.01,0.69,0.15,0,0,0,0,0.08,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Training_60776053.csv 
0.875,0,0,1.69,0.35,0,0,0,0.88,0.24,0.04,0,1.42,0,0,0,0,0.05,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Training_60792530.csv 
0.975,0.95,0.2,0,0,0,0,0,0,0.24,0.99,0,1.18,0.4,0.21,0,0.64,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,Training_61010234.csv 
0.925,1.38,0.24,0,2.6,0,0,0,0,0,0,1.88,0.85,2.99,0.28,0,3.5,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,Training_61061599.csv 
